sample_id,environment,ros2_pub_command,raw_rrt,raw_llm,s_u,s_x
20,"{""start"":{""x"":1.34,""y"":3.78,""z"":-0.25},""goal"":{""x"":3.59,""y"":1.44,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.26,0.77,-0.75],""max_corner"":[2.99,1.12,0.25],""size"":[0.73,0.34,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.02,1.01,-0.75],""max_corner"":[1.74,1.28,0.25],""size"":[0.71,0.27,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.26,0.77,-0.75],\""max_corner\"":[2.99,1.12,0.25],\""size\"":[0.73,0.34,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.02,1.01,-0.75],\""max_corner\"":[1.74,1.28,0.25],\""size\"":[0.71,0.27,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.34,""y"":3.78,""z"":-0.25},{""x"":3.59,""y"":1.44,""z"":-0.25}]","[{""x"":1.34,""y"":3.78,""z"":-0.25},{""x"":3.59,""y"":1.44,""z"":-0.25}]",0.0,0.0
21,"{""start"":{""x"":1.11,""y"":1.42,""z"":-0.25},""goal"":{""x"":3.42,""y"":0.64,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.13,2.06,-0.75],""max_corner"":[0.44,2.64,0.25],""size"":[0.31,0.58,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.21,1.53,-0.75],""max_corner"":[0.66,1.81,0.25],""size"":[0.45,0.29,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.13,2.06,-0.75],\""max_corner\"":[0.44,2.64,0.25],\""size\"":[0.31,0.58,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.21,1.53,-0.75],\""max_corner\"":[0.66,1.81,0.25],\""size\"":[0.45,0.29,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.11,""y"":1.42,""z"":-0.25},{""x"":3.42,""y"":0.64,""z"":-0.25}]","[{""x"":1.11,""y"":1.42,""z"":-0.25},{""x"":3.42,""y"":0.64,""z"":-0.25}]",0.0,0.0
22,"{""start"":{""x"":1.08,""y"":2.12,""z"":-0.25},""goal"":{""x"":1.13,""y"":3.25,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.68,2.28,-0.75],""max_corner"":[2.25,2.62,0.25],""size"":[0.57,0.35,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.96,0.45,-0.75],""max_corner"":[2.43,0.92,0.25],""size"":[0.47,0.47,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[1.6,0.12,-0.75],""max_corner"":[1.95,0.61,0.25],""size"":[0.35,0.49,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[2.4,2.44,-0.75],""max_corner"":[2.73,3.01,0.25],""size"":[0.33,0.58,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.68,2.28,-0.75],\""max_corner\"":[2.25,2.62,0.25],\""size\"":[0.57,0.35,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.96,0.45,-0.75],\""max_corner\"":[2.43,0.92,0.25],\""size\"":[0.47,0.47,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[1.6,0.12,-0.75],\""max_corner\"":[1.95,0.61,0.25],\""size\"":[0.35,0.49,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[2.4,2.44,-0.75],\""max_corner\"":[2.73,3.01,0.25],\""size\"":[0.33,0.58,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.08,""y"":2.12,""z"":-0.25},{""x"":1.13,""y"":3.25,""z"":-0.25}]","[{""x"":1.08,""y"":2.12,""z"":-0.25},{""x"":1.13,""y"":3.25,""z"":-0.25}]",0.0,0.0
23,"{""start"":{""x"":1.28,""y"":3.43,""z"":-0.25},""goal"":{""x"":3.1,""y"":1.99,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":1.28,""y"":3.43,""z"":-0.25},{""x"":3.1,""y"":1.99,""z"":-0.25}]","[{""x"":1.28,""y"":3.43,""z"":-0.25},{""x"":3.1,""y"":1.99,""z"":-0.25}]",0.0,0.0
24,"{""start"":{""x"":3.89,""y"":2.03,""z"":-0.25},""goal"":{""x"":0.21,""y"":1.41,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.45,0.26,-0.75],""max_corner"":[1.89,0.86,0.25],""size"":[0.44,0.6,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.45,0.26,-0.75],\""max_corner\"":[1.89,0.86,0.25],\""size\"":[0.44,0.6,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.89,""y"":2.03,""z"":-0.25},{""x"":0.21,""y"":1.41,""z"":-0.25}]","[{""x"":3.89,""y"":2.03,""z"":-0.25},{""x"":0.21,""y"":1.41,""z"":-0.25}]",0.0,0.0
25,"{""start"":{""x"":2.31,""y"":3.51,""z"":-0.25},""goal"":{""x"":1.56,""y"":2.4,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.83,2.58,-0.75],""max_corner"":[3.47,3.05,0.25],""size"":[0.64,0.47,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.91,1.38,-0.75],""max_corner"":[1.64,1.99,0.25],""size"":[0.73,0.61,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.83,2.58,-0.75],\""max_corner\"":[3.47,3.05,0.25],\""size\"":[0.64,0.47,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.91,1.38,-0.75],\""max_corner\"":[1.64,1.99,0.25],\""size\"":[0.73,0.61,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.31,""y"":3.51,""z"":-0.25},{""x"":1.56,""y"":2.4,""z"":-0.25}]","[{""x"":2.31,""y"":3.51,""z"":-0.25},{""x"":1.56,""y"":2.4,""z"":-0.25}]",0.0,0.0
26,"{""start"":{""x"":2.54,""y"":1.29,""z"":-0.25},""goal"":{""x"":0.13,""y"":0.63,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.71,2.13,-0.75],""max_corner"":[1.97,2.84,0.25],""size"":[0.26,0.71,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[3.21,1.94,-0.75],""max_corner"":[3.59,2.5,0.25],""size"":[0.38,0.56,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.71,2.13,-0.75],\""max_corner\"":[1.97,2.84,0.25],\""size\"":[0.26,0.71,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[3.21,1.94,-0.75],\""max_corner\"":[3.59,2.5,0.25],\""size\"":[0.38,0.56,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.54,""y"":1.29,""z"":-0.25},{""x"":0.13,""y"":0.63,""z"":-0.25}]","[{""x"":2.54,""y"":1.29,""z"":-0.25},{""x"":0.13,""y"":0.63,""z"":-0.25}]",0.0,0.0
27,"{""start"":{""x"":1.0,""y"":3.8,""z"":-0.25},""goal"":{""x"":2.41,""y"":3.24,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.82,0.58,-0.75],""max_corner"":[1.26,1.08,0.25],""size"":[0.44,0.5,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.5,0.75,-0.75],""max_corner"":[0.96,1.47,0.25],""size"":[0.46,0.73,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.02,2.78,-0.75],""max_corner"":[0.66,3.39,0.25],""size"":[0.64,0.62,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[2.91,1.09,-0.75],""max_corner"":[3.57,1.74,0.25],""size"":[0.65,0.66,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.82,0.58,-0.75],\""max_corner\"":[1.26,1.08,0.25],\""size\"":[0.44,0.5,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.5,0.75,-0.75],\""max_corner\"":[0.96,1.47,0.25],\""size\"":[0.46,0.73,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.02,2.78,-0.75],\""max_corner\"":[0.66,3.39,0.25],\""size\"":[0.64,0.62,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[2.91,1.09,-0.75],\""max_corner\"":[3.57,1.74,0.25],\""size\"":[0.65,0.66,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":1.0,""y"":3.8,""z"":-0.25},{""x"":1.35,""y"":3.81,""z"":-0.25},{""x"":2.41,""y"":3.24,""z"":-0.25}]","[{""x"":1.0,""y"":3.8,""z"":-0.25},{""x"":2.41,""y"":3.24,""z"":-0.25}]",0.486214,0.209109
28,"{""start"":{""x"":3.18,""y"":1.89,""z"":-0.25},""goal"":{""x"":0.08,""y"":2.21,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.79,3.2,-0.75],""max_corner"":[1.28,3.53,0.25],""size"":[0.49,0.34,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.27,2.84,-0.75],""max_corner"":[2.02,3.18,0.25],""size"":[0.74,0.33,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.79,3.2,-0.75],\""max_corner\"":[1.28,3.53,0.25],\""size\"":[0.49,0.34,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.27,2.84,-0.75],\""max_corner\"":[2.02,3.18,0.25],\""size\"":[0.74,0.33,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.18,""y"":1.89,""z"":-0.25},{""x"":0.08,""y"":2.21,""z"":-0.25}]","[{""x"":3.18,""y"":1.89,""z"":-0.25},{""x"":0.08,""y"":2.21,""z"":-0.25}]",0.0,0.0
29,"{""start"":{""x"":0.23,""y"":1.19,""z"":-0.25},""goal"":{""x"":1.39,""y"":1.95,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.32,2.74,-0.75],""max_corner"":[2.98,3.04,0.25],""size"":[0.65,0.3,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.06,1.81,-0.75],""max_corner"":[0.62,2.45,0.25],""size"":[0.56,0.64,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.15,3.42,-0.75],""max_corner"":[0.88,3.93,0.25],""size"":[0.73,0.5,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[1.14,3.0,-0.75],""max_corner"":[1.55,3.57,0.25],""size"":[0.4,0.57,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.32,2.74,-0.75],\""max_corner\"":[2.98,3.04,0.25],\""size\"":[0.65,0.3,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.06,1.81,-0.75],\""max_corner\"":[0.62,2.45,0.25],\""size\"":[0.56,0.64,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.15,3.42,-0.75],\""max_corner\"":[0.88,3.93,0.25],\""size\"":[0.73,0.5,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[1.14,3.0,-0.75],\""max_corner\"":[1.55,3.57,0.25],\""size\"":[0.4,0.57,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.23,""y"":1.19,""z"":-0.25},{""x"":0.89,""y"":1.36,""z"":-0.25},{""x"":1.21,""y"":1.49,""z"":-0.25},{""x"":1.39,""y"":1.95,""z"":-0.25}]","[{""x"":0.23,""y"":1.19,""z"":-0.25},{""x"":1.39,""y"":1.95,""z"":-0.25}]",0.429602,0.226367
30,"{""start"":{""x"":0.21,""y"":1.84,""z"":-0.25},""goal"":{""x"":0.91,""y"":1.08,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.29,2.69,-0.75],""max_corner"":[3.92,3.34,0.25],""size"":[0.64,0.65,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.29,2.69,-0.75],\""max_corner\"":[3.92,3.34,0.25],\""size\"":[0.64,0.65,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.21,""y"":1.84,""z"":-0.25},{""x"":0.91,""y"":1.08,""z"":-0.25}]","[{""x"":0.21,""y"":1.84,""z"":-0.25},{""x"":0.91,""y"":1.08,""z"":-0.25}]",0.0,0.0
31,"{""start"":{""x"":3.52,""y"":3.76,""z"":-0.25},""goal"":{""x"":1.72,""y"":2.25,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.58,3.0,-0.75],""max_corner"":[3.07,3.7,0.25],""size"":[0.49,0.7,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.58,3.0,-0.75],\""max_corner\"":[3.07,3.7,0.25],\""size\"":[0.49,0.7,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.52,""y"":3.76,""z"":-0.25},{""x"":3.57,""y"":2.57,""z"":-0.25},{""x"":1.72,""y"":2.25,""z"":-0.25}]","[{""x"":3.52,""y"":3.76,""z"":-0.25},{""x"":3.55,""y"":2.74,""z"":-0.25},{""x"":3.32,""y"":2.45,""z"":-0.25},{""x"":1.72,""y"":2.25,""z"":-0.25}]",0.186061,0.145783
32,"{""start"":{""x"":3.81,""y"":0.77,""z"":-0.25},""goal"":{""x"":0.75,""y"":1.16,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.15,2.3,-0.75],""max_corner"":[1.86,2.59,0.25],""size"":[0.71,0.29,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[1.18,2.12,-0.75],""max_corner"":[1.87,2.49,0.25],""size"":[0.68,0.37,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.07,0.35,-0.75],""max_corner"":[2.75,0.93,0.25],""size"":[0.68,0.58,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.15,2.3,-0.75],\""max_corner\"":[1.86,2.59,0.25],\""size\"":[0.71,0.29,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[1.18,2.12,-0.75],\""max_corner\"":[1.87,2.49,0.25],\""size\"":[0.68,0.37,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.07,0.35,-0.75],\""max_corner\"":[2.75,0.93,0.25],\""size\"":[0.68,0.58,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.81,""y"":0.77,""z"":-0.25},{""x"":3.2,""y"":1.44,""z"":-0.25},{""x"":0.89,""y"":1.44,""z"":-0.25},{""x"":0.75,""y"":1.16,""z"":-0.25}]","[{""x"":3.81,""y"":0.77,""z"":-0.25},{""x"":3.25,""y"":1.44,""z"":-0.25},{""x"":1.75,""y"":1.55,""z"":-0.25},{""x"":0.75,""y"":1.16,""z"":-0.25}]",0.743827,0.314227
33,"{""start"":{""x"":2.21,""y"":0.5,""z"":-0.25},""goal"":{""x"":2.34,""y"":3.69,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":2.21,""y"":0.5,""z"":-0.25},{""x"":2.34,""y"":3.69,""z"":-0.25}]","[{""x"":2.21,""y"":0.5,""z"":-0.25},{""x"":2.34,""y"":3.69,""z"":-0.25}]",0.0,0.0
34,"{""start"":{""x"":0.59,""y"":2.02,""z"":-0.25},""goal"":{""x"":3.14,""y"":0.43,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[],\""timestamp\"":0.0}""}'","[{""x"":0.59,""y"":2.02,""z"":-0.25},{""x"":3.14,""y"":0.43,""z"":-0.25}]","[{""x"":0.59,""y"":2.02,""z"":-0.25},{""x"":3.14,""y"":0.43,""z"":-0.25}]",0.0,0.0
35,"{""start"":{""x"":0.4,""y"":2.82,""z"":-0.25},""goal"":{""x"":1.93,""y"":0.69,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[1.76,1.86,-0.75],""max_corner"":[2.07,2.41,0.25],""size"":[0.31,0.55,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[2.38,1.8,-0.75],""max_corner"":[2.87,2.35,0.25],""size"":[0.49,0.55,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[0.28,0.36,-0.75],""max_corner"":[0.84,0.71,0.25],""size"":[0.56,0.36,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[1.86,1.68,-0.75],""max_corner"":[2.49,2.22,0.25],""size"":[0.63,0.55,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[1.76,1.86,-0.75],\""max_corner\"":[2.07,2.41,0.25],\""size\"":[0.31,0.55,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[2.38,1.8,-0.75],\""max_corner\"":[2.87,2.35,0.25],\""size\"":[0.49,0.55,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[0.28,0.36,-0.75],\""max_corner\"":[0.84,0.71,0.25],\""size\"":[0.56,0.36,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[1.86,1.68,-0.75],\""max_corner\"":[2.49,2.22,0.25],\""size\"":[0.63,0.55,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.4,""y"":2.82,""z"":-0.25},{""x"":0.72,""y"":1.91,""z"":-0.25},{""x"":1.93,""y"":0.69,""z"":-0.25}]","[{""x"":0.4,""y"":2.82,""z"":-0.25},{""x"":1.32,""y"":1.33,""z"":-0.25},{""x"":1.93,""y"":0.69,""z"":-0.25}]",0.132309,0.206181
36,"{""start"":{""x"":0.03,""y"":1.93,""z"":-0.25},""goal"":{""x"":0.1,""y"":2.97,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[2.86,1.14,-0.75],""max_corner"":[3.19,1.44,0.25],""size"":[0.33,0.29,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.93,1.15,-0.75],""max_corner"":[1.33,1.44,0.25],""size"":[0.4,0.29,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[2.86,1.14,-0.75],\""max_corner\"":[3.19,1.44,0.25],\""size\"":[0.33,0.29,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.93,1.15,-0.75],\""max_corner\"":[1.33,1.44,0.25],\""size\"":[0.4,0.29,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":0.03,""y"":1.93,""z"":-0.25},{""x"":0.1,""y"":2.97,""z"":-0.25}]","[{""x"":0.03,""y"":1.93,""z"":-0.25},{""x"":0.1,""y"":2.97,""z"":-0.25}]",0.0,0.0
37,"{""start"":{""x"":3.79,""y"":3.34,""z"":-0.25},""goal"":{""x"":1.57,""y"":0.11,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[0.71,0.64,-0.75],""max_corner"":[1.36,1.29,0.25],""size"":[0.64,0.65,1.0]},{""id"":2,""label"":""box_2"",""shape"":""box"",""min_corner"":[0.64,3.19,-0.75],""max_corner"":[1.21,3.64,0.25],""size"":[0.57,0.45,1.0]},{""id"":3,""label"":""box_3"",""shape"":""box"",""min_corner"":[2.42,1.32,-0.75],""max_corner"":[2.86,1.75,0.25],""size"":[0.44,0.43,1.0]},{""id"":4,""label"":""box_4"",""shape"":""box"",""min_corner"":[0.77,0.66,-0.75],""max_corner"":[1.44,1.21,0.25],""size"":[0.67,0.54,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[0.71,0.64,-0.75],\""max_corner\"":[1.36,1.29,0.25],\""size\"":[0.64,0.65,1.0]},{\""id\"":2,\""label\"":\""box_2\"",\""shape\"":\""box\"",\""min_corner\"":[0.64,3.19,-0.75],\""max_corner\"":[1.21,3.64,0.25],\""size\"":[0.57,0.45,1.0]},{\""id\"":3,\""label\"":\""box_3\"",\""shape\"":\""box\"",\""min_corner\"":[2.42,1.32,-0.75],\""max_corner\"":[2.86,1.75,0.25],\""size\"":[0.44,0.43,1.0]},{\""id\"":4,\""label\"":\""box_4\"",\""shape\"":\""box\"",\""min_corner\"":[0.77,0.66,-0.75],\""max_corner\"":[1.44,1.21,0.25],\""size\"":[0.67,0.54,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":3.79,""y"":3.34,""z"":-0.25},{""x"":3.23,""y"":0.35,""z"":-0.25},{""x"":1.57,""y"":0.11,""z"":-0.25}]","[{""x"":3.79,""y"":3.34,""z"":-0.25},{""x"":3.27,""y"":0.78,""z"":-0.25},{""x"":1.57,""y"":0.11,""z"":-0.25}]",0.220671,0.357857
38,"{""start"":{""x"":2.57,""y"":2.65,""z"":-0.25},""goal"":{""x"":1.64,""y"":2.08,""z"":-0.25},""workspace"":{""x"":[0.0,4.0],""y"":[0.0,4.0],""z"":-0.25},""obstacles"":[{""id"":1,""label"":""box_1"",""shape"":""box"",""min_corner"":[3.52,0.99,-0.75],""max_corner"":[3.94,1.46,0.25],""size"":[0.42,0.47,1.0]}]}","ros2 topic pub -r 2 /llm_vision/sim_obstacles std_msgs/msg/String '{""data"":""{\""obstacles\"":[{\""id\"":1,\""label\"":\""box_1\"",\""shape\"":\""box\"",\""min_corner\"":[3.52,0.99,-0.75],\""max_corner\"":[3.94,1.46,0.25],\""size\"":[0.42,0.47,1.0]}],\""timestamp\"":0.0}""}'","[{""x"":2.57,""y"":2.65,""z"":-0.25},{""x"":1.64,""y"":2.08,""z"":-0.25}]","[{""x"":2.57,""y"":2.65,""z"":-0.25},{""x"":1.64,""y"":2.08,""z"":-0.25}]",0.0,0.0
